max_len,embedding_input,embedding_dim,epochs,batch_size,hidden_layers,hidden_neuron,lr,dropout,optimizer,losses,activation,last_activation,loss,acc,precision,recall,f1score,val_loss,val_acc,val_precision,val_recall,val_f1score
10,learn,25,1,64,2,16,0.002,0.1,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,1.0104279470443727,0.47970834,0.5429563,0.18829167,0.27058542,0.9692472219467163,0.532608687877655,0.6544102430343628,0.27513587474823,0.38550347089767456
10,learn,25,2,64,2,16,0.002,0.1,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8787270803451538,0.5933333,0.67096096,0.43954167,0.5295161,1.0227735042572021,0.5234375,0.5861825346946716,0.3712635934352875,0.4534608721733093
10,learn,25,3,64,2,16,0.002,0.1,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7458635233243307,0.6688333,0.7301533,0.581625,0.6464839,1.136488914489746,0.5078125,0.5455325841903687,0.39741846919059753,0.4592292308807373
10,learn,25,4,64,2,16,0.002,0.1,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.632205978790919,0.7300417,0.7749982,0.6699167,0.7180538,1.3100595474243164,0.500339686870575,0.5167713165283203,0.4256114065647125,0.46638160943984985
10,learn,25,5,64,2,16,0.002,0.1,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.5523242967923482,0.7683333,0.80675626,0.72420835,0.7628278,1.4131474494934082,0.48607337474823,0.5013723373413086,0.440557062625885,0.46878963708877563
20,learn,25,1,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0921360853521582,0.37057152,0.0106951855,8.355615e-05,0.00016581683,1.0731501579284668,0.4663722813129425,0.0,0.0,0.0
20,learn,25,2,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0211815999790947,0.4820772,0.6611716,0.122075535,0.19361995,0.9948242902755737,0.52173912525177,0.6378477811813354,0.2398097813129425,0.34800052642822266
20,learn,25,3,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.9396503867312549,0.56325203,0.6568695,0.30594084,0.41526836,0.9503366947174072,0.5258151888847351,0.6178022623062134,0.34375,0.4413527548313141
20,learn,25,4,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.8643944690571749,0.62011194,0.695414,0.45111966,0.5465175,0.9461119174957275,0.5224184989929199,0.5809631943702698,0.3882472813129425,0.4650913178920746
20,learn,25,5,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7951617601083562,0.6625585,0.7315475,0.53342247,0.6164678,0.9727641344070435,0.5207201242446899,0.5522021651268005,0.4181385934352875,0.4757142961025238
20,learn,25,6,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7277555790814486,0.7024983,0.7635751,0.59901404,0.6708766,1.0262317657470703,0.5040760636329651,0.5395395159721375,0.41847825050354004,0.47125983238220215
20,learn,25,7,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.6686526995929167,0.73307985,0.79100937,0.6406668,0.70751953,1.0722904205322266,0.5067934989929199,0.5300220251083374,0.442255437374115,0.4820120334625244
20,learn,25,8,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.616943852149229,0.75651735,0.8122859,0.6800217,0.7399146,1.1445963382720947,0.49388587474823,0.5235421657562256,0.426630437374115,0.46987876296043396
20,learn,25,9,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.5677525294337044,0.77560997,0.82923555,0.703125,0.7606692,1.2360724210739136,0.49014946818351746,0.5105175375938416,0.424932062625885,0.46365419030189514
20,learn,25,10,128,2,16,0.001,0.3,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.5299051215941893,0.7911096,0.847647,0.7251003,0.78127253,1.2970951795578003,0.4962635934352875,0.5101953744888306,0.42764946818351746,0.4651159942150116
10,one_hot,0,1,32,2,128,0.0001,0.2,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0843563364346822,0.40941668,0.006666666,0.00020833334,0.0004040404,1.0449740886688232,0.4647177457809448,0.06451612710952759,0.002016128972172737,0.0039100684225559235
10,one_hot,0,1,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,1.0040451027552286,0.49241668,0.54038996,0.164875,0.24159265,0.8722193837165833,0.5309139490127563,0.6514254212379456,0.27587366104125977,0.38339897990226746
10,one_hot,0,2,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.9167848623593648,0.5655,0.6598133,0.36141667,0.46320882,0.9068381786346436,0.5299059152603149,0.6266261339187622,0.3400537669658661,0.43846216797828674
10,one_hot,0,3,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8906797327200572,0.5810417,0.6691254,0.40795833,0.5042716,0.9157456159591675,0.5309139490127563,0.6093364953994751,0.36223119497299194,0.4521617591381073
10,one_hot,0,4,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8791732056935628,0.5857083,0.668741,0.4275,0.5190961,0.887832522392273,0.5278897881507874,0.6030607223510742,0.3665994703769684,0.4539612829685211
10,one_hot,0,5,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8725902542273204,0.58945835,0.6730954,0.43379167,0.5250929,0.8825404644012451,0.5255376100540161,0.6008976101875305,0.37466397881507874,0.4596182703971863
10,one_hot,0,6,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8683515527248382,0.59095836,0.67187643,0.44091666,0.5299496,0.8929820656776428,0.5252016186714172,0.5957608222961426,0.37163978815078735,0.45586493611335754
10,one_hot,0,7,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8649004227320353,0.592875,0.6744116,0.445125,0.5340513,0.9026666879653931,0.5188171863555908,0.5904181003570557,0.363575279712677,0.4480065405368805
10,one_hot,0,8,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8626758474508921,0.59475,0.67784524,0.44454166,0.5347323,0.893211841583252,0.5141128897666931,0.579816997051239,0.375,0.4535158574581146
10,one_hot,0,9,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8612779939174652,0.5960417,0.6742982,0.44733334,0.5355854,0.8868430852890015,0.5225134491920471,0.5940133333206177,0.38037633895874023,0.46222174167633057
10,one_hot,0,10,32,2,128,0.0002,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8588056414922078,0.596375,0.6784083,0.448,0.5373996,0.8907742500305176,0.5245295763015747,0.5881037712097168,0.3837365508079529,0.4628898501396179
10,learn,50,1,128,0,128,0.002,0,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,none,softmax,1.0259944296138173,0.4744736,0.5572862,0.1008105,0.16287798,0.9818859100341797,0.52513587474823,0.6624777317047119,0.213994562625885,0.3223848044872284
10,learn,50,1,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,1.0777965693473817,0.406875,0.16853333,0.00925,0.01725084,1.0510053634643555,0.44354838132858276,0.605760395526886,0.052419353276491165,0.09470528364181519
10,learn,50,2,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,1.022502609093984,0.47883335,0.64995337,0.110416666,0.18388505,0.9603296518325806,0.46639785170555115,0.6122519969940186,0.1713709682226181,0.26509547233581543
10,learn,50,3,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.9823739387194316,0.51620835,0.64933324,0.21125,0.31461442,0.9620221853256226,0.49193549156188965,0.6143813729286194,0.20194892585277557,0.30060815811157227
10,learn,50,4,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.9507386788527171,0.541875,0.66237414,0.28004166,0.3894965,0.9939142465591431,0.508400559425354,0.6038709878921509,0.2644489109516144,0.3642449676990509
10,learn,50,5,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.9218634897867839,0.56429166,0.6677631,0.35091665,0.45699206,1.040412425994873,0.5171371102333069,0.5864734649658203,0.3114919364452362,0.40424758195877075
10,learn,50,6,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8953080806732178,0.58491665,0.67160773,0.40266666,0.5010046,1.0769730806350708,0.5164650678634644,0.5742502808570862,0.34442204236984253,0.42862817645072937
10,learn,50,7,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8717215838432312,0.5995833,0.6818687,0.44029167,0.5329098,1.10258948802948,0.5181451439857483,0.578236997127533,0.3645833432674408,0.4454066753387451
10,learn,50,8,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8506114781697591,0.615,0.69042206,0.46608335,0.55438006,1.1561203002929688,0.5107526779174805,0.573337197303772,0.37533602118492126,0.4518362879753113
10,learn,50,9,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8297415718237559,0.626625,0.7004419,0.49341667,0.577083,1.183021903038025,0.5117607712745667,0.5626899003982544,0.38508063554763794,0.4556658864021301
10,learn,50,10,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.8083340895970662,0.6418333,0.71082205,0.5173333,0.5971202,1.2304120063781738,0.5147849321365356,0.5595743060112,0.3901209533214569,0.4581645131111145
10,learn,50,11,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7889562017520269,0.6495417,0.7183771,0.5372083,0.6131235,1.261492371559143,0.5127688050270081,0.5549600124359131,0.4005376398563385,0.46404704451560974
10,learn,50,12,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7699181286493937,0.661625,0.7268659,0.5564167,0.6287861,1.2851837873458862,0.5157930254936218,0.5553172826766968,0.4035618305206299,0.4661968946456909
10,learn,50,13,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7512293676932653,0.668375,0.73537916,0.57320833,0.6428046,1.3261494636535645,0.5073924660682678,0.5445343255996704,0.40692204236984253,0.46451276540756226
10,learn,50,14,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7339315934975942,0.6806667,0.74067795,0.58554167,0.6526429,1.3737750053405762,0.5043683052062988,0.5374932885169983,0.4099462330341339,0.4642349183559418
10,learn,50,15,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7174753012259801,0.68883336,0.74725986,0.5998333,0.6641401,1.4166820049285889,0.511424720287323,0.5398994088172913,0.41633063554763794,0.46930140256881714
10,learn,50,16,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.7017752412160237,0.69829166,0.756035,0.6135833,0.6760661,1.4533268213272095,0.5043683052062988,0.5343780517578125,0.4220430254936218,0.47075849771499634
10,learn,50,17,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.6869287793636322,0.7075,0.7612631,0.62625,0.6860721,1.5125925540924072,0.49932795763015747,0.5339248776435852,0.4196908473968506,0.46912914514541626
10,learn,50,18,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.6732338463862737,0.71108335,0.7660727,0.63404167,0.6927092,1.5722631216049194,0.49663978815078735,0.5255561470985413,0.4196908473968506,0.46576112508773804
10,learn,50,19,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.6604254217942556,0.71816665,0.7723551,0.64491665,0.7018321,1.5895593166351318,0.49663978815078735,0.5257025361061096,0.426075279712677,0.4698779582977295
10,learn,50,20,32,2,128,0.0001,0.1,<class 'keras.optimizers.RMSprop'>,<function categorical_crossentropy at 0x7f7650cef488>,<function elu at 0x7f7650cbdb70>,softmax,0.6469909760554632,0.725375,0.7776387,0.65216666,0.70836467,1.6200385093688965,0.4963037669658661,0.5246846079826355,0.42372313141822815,0.46807312965393066
10,learn,50,1,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0925376141135068,0.37266043,0.0,0.0,0.0,1.0852773189544678,0.39707881212234497,0.0,0.0,0.0
10,learn,50,2,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0758406523077246,0.42997995,0.034759358,0.00029244652,0.0005797212,1.0777208805084229,0.448369562625885,0.30434781312942505,0.00305706518702209,0.006045992486178875
10,learn,50,3,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0447175681272292,0.47280246,0.6785558,0.031375334,0.0591396,1.0599405765533447,0.46908968687057495,0.7056382894515991,0.06929347664117813,0.12530823051929474
10,learn,50,4,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,1.0050006046652156,0.5054312,0.71291137,0.1042363,0.17981622,1.037312626838684,0.49320653080940247,0.6794333457946777,0.14198370277881622,0.23381316661834717
10,learn,50,5,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.9701434845592887,0.5344669,0.705479,0.19259693,0.30025053,1.0130971670150757,0.5050951242446899,0.6431856751441956,0.20686140656471252,0.31226304173469543
10,learn,50,6,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.9403231590189398,0.55807155,0.70570016,0.26307654,0.38221738,0.9939634799957275,0.51902174949646,0.6301935911178589,0.24728260934352875,0.354600191116333
10,learn,50,7,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.9140095245391927,0.57557654,0.70205486,0.31337735,0.43251878,0.9777594208717346,0.531589686870575,0.6180397868156433,0.28328803181648254,0.3879832327365875
10,learn,50,8,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.8903814825144681,0.59416777,0.70998925,0.35678476,0.47403416,0.9651926755905151,0.5339673757553101,0.6205272078514099,0.31861412525177,0.4204579293727875
10,learn,50,9,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.8687749575166142,0.61067015,0.7135142,0.39187834,0.5050038,0.9605950713157654,0.5380434989929199,0.610480546951294,0.34273096919059753,0.4383322298526764
10,learn,50,10,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.8483039927992592,0.62161595,0.7195234,0.4287266,0.53668034,0.953483521938324,0.5366848111152649,0.6082084774971008,0.3671875,0.4574844539165497
10,learn,50,11,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.829260789455577,0.63331383,0.72267157,0.45688504,0.5592517,0.9566361904144287,0.52785325050354,0.6001444458961487,0.37364131212234497,0.45999810099601746
10,learn,50,12,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.8105727099479838,0.6450117,0.72786707,0.4807821,0.57856214,0.9537856578826904,0.5319293737411499,0.595704197883606,0.390625,0.471304327249527
10,learn,50,13,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.792235846825462,0.65558153,0.7364646,0.50346756,0.597553,0.9486072063446045,0.534307062625885,0.5881567597389221,0.401494562625885,0.4768345057964325
10,learn,50,14,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7739468156335189,0.6643549,0.7436912,0.5252757,0.6152092,0.956974983215332,0.523097813129425,0.5820040106773376,0.4038722813129425,0.4764292240142822
10,learn,50,15,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7562951187398982,0.6760528,0.7506628,0.54257184,0.62941194,0.9620494842529297,0.5258151888847351,0.5782656073570251,0.41202446818351746,0.4809491038322449
10,learn,50,16,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7384719300397578,0.6850351,0.75814515,0.5604529,0.644015,0.9658385515213013,0.5275135636329651,0.5734530687332153,0.42017662525177,0.48484909534454346
10,learn,50,17,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.721039910367466,0.69422626,0.7644134,0.57766545,0.6576215,0.9700047969818115,0.5227581262588501,0.5713082551956177,0.424932062625885,0.4871472120285034
10,learn,50,18,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.7043817001868059,0.70086896,0.7710721,0.5924131,0.6695859,0.9804164171218872,0.5197010636329651,0.5655831694602966,0.4242527186870575,0.48466911911964417
10,learn,50,19,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.6874513632473461,0.71026903,0.77744573,0.6063252,0.68092346,0.9882102012634277,0.5227581262588501,0.5599222779273987,0.42866846919059753,0.4853476583957672
10,learn,50,20,128,1,128,0.0001,0,<class 'keras.optimizers.Adam'>,<function categorical_crossentropy at 0x7f7650cef488>,<function relu at 0x7f7650cbdd90>,softmax,0.670918661961581,0.7199198,0.7824513,0.6201955,0.69161516,1.011322021484375,0.520380437374115,0.5521842241287231,0.42153531312942505,0.47790229320526123
